product_id,product_name,category,warehouse_location,stock_status,selling_price,original_price,discount_rate,rating_score,review_count,cumulative_units_sold,latest_snapshot_date,avg_daily_units_sold,avg_daily_revenue,total_period_revenue,avg_discount_rate,avg_rating_score,avg_review_count,stock_availability_rate,observation_days,sales_volatility,segment_id
2995007236,Giày Nike Women's V2K Run Shoes - Particle Beige,Giày sneaker nữ,Thành phố Hồ Chí Minh,Hết hàng,3519000,3519000,0.0,4.4285714286,7,30,2026-03-10,0.0,0.0,0.0,0.0,4.4285714286,7.0,0.9473684210526315,19,0.0,0
2995014211,Dép quai ngang Nike Women's Offcourt Slides - Sail,Dép xỏ ngón,Thành phố Hồ Chí Minh,Còn hàng,1019000,1019000,0.0,5.0,1,12,2026-03-15,0.0,0.0,0.0,0.005607738679377541,5.0,1.0,1.0,7,0.0,0
2995015236,Áo thun nam Nike Men's Run Energy Miler Short-Sleeve Top - University Blue,Áo thun thể thao nam,Tây Ninh,Còn hàng,873000,919000,0.05005440696409141,4.3333333333,3,16,2026-03-20,0.06896551724137931,63379.31034482759,1838000.0,0.0034520280664890627,4.3333333333,3.0,1.0,29,0.37139067635410367,0
2995017221,Giày Nike Women's Court Vision Alta Shoes - Blue Tint,Giày sneaker nữ,Tây Ninh,Còn hàng,2349000,2349000,0.0,4.875,8,24,2026-03-20,0.0,0.0,0.0,0.0017322117995919024,4.875,8.0,1.0,29,0.0,0
2995018245,Giày Nike Women's V2K Run Shoes - White,Giày sneaker nữ,Tây Ninh,Còn hàng,3519000,3519000,0.0,3.5,4,32,2026-03-20,0.06896551724137931,242689.6551724138,7038000.0,0.0017246278821373628,3.5,4.0,1.0,29,0.25788071477756375,0
2995020182,Giày Nike Women's Pegasus 41 Road Running Shoes - Sail,Giày chạy bộ nữ,Tây Ninh,Còn hàng,3829000,3829000,0.0,5.0,7,28,2026-03-20,0.0,0.0,0.0,0.0017290910564566242,5.0,7.0,1.0,29,0.0,0
2995021200,Giày Nike Women's Winflo 11 Road Running Shoes - Sail,Giày chạy bộ nữ,Tây Ninh,Còn hàng,2929000,2929000,0.0,5.0,7,37,2026-03-20,0.034482758620689655,101000.0,2929000.0,0.0017306130137389483,5.0,7.0,1.0,29,0.18569533817705186,0
2995022175,Giày Nike Men's Air Max Nuaxis Shoes - White,Giày sneaker nam,Tây Ninh,Còn hàng,2649000,2649000,0.0,5.0,8,50,2026-03-20,0.10344827586206896,274034.4827586207,7947000.0,0.0017312974316918551,5.0,7.0344827586206895,1.0,29,0.30993404669460334,0
2995022176,Giày Nike Men's Killshot 2 Shoes - Pale Ivory,Giày sneaker nam,Tây Ninh,Còn hàng,2640000,2779000,0.050017992083483266,4.5384615385,13,102,2026-03-20,0.41379310344827586,1140344.8275862068,33070000.0,0.005174275043118959,4.5384615385,13.0,1.0,29,0.682288239221013,0
2995024200,Quần legging nữ Nike Dri-FIT Women's One High-Rise 7/8 Joggers - Black,Quần dài thể thao nữ,Thành phố Hồ Chí Minh,Còn hàng,1479000,1479000,0.0,4.2,5,23,2026-03-20,1.0,1479000.0,34017000.0,0.0,4.2,5.0,1.0,23,4.795831523312719,0
2995024201,Áo thun ba lỗ nữ Nike Dri-FIT Women's One Swoosh Mid-Rise Brief-Lined Running Shorts - Black,Quần Short thể thao nữ,Thành phố Hồ Chí Minh,Còn hàng,1019000,1019000,0.0,5.0,7,50,2026-03-13,25.0,25475000.0,50950000.0,0.0,5.0,7.0,1.0,2,35.35533905932738,1
2995025221,Giày Nike Women's Initiator Shoes - White,Giày thể thao,Thành phố Hồ Chí Minh,Còn hàng,2374000,2499000,0.05002000800320128,4.6363636364,11,52,2026-03-20,0.10344827586206896,258517.24137931035,7497000.0,0.0034496557243587087,4.6363636364,11.0,1.0,29,0.30993404669460345,0
2995026200,Quần short nữ Nike Dri-FIT Women's Swift Mid-Rise 2-in-1 Running Shorts - Light Crimson,Quần Short thể thao nữ,Thành phố Hồ Chí Minh,Còn hàng,1479000,1479000,0.0,4.4,5,23,2026-03-13,11.5,17008500.0,34017000.0,0.0,4.4,5.0,1.0,2,16.263455967290593,0
2995028189,Dép xỏ ngón Nike Women's Calm Flip Flops - Sanddrift,Dép xỏ ngón,Tây Ninh,Còn hàng,1479000,1479000,0.0,5.0,1,6,2026-03-15,0.0,0.0,0.0,0.003863614411281754,5.0,1.0,1.0,7,0.0,0
