review_id,product_id,date_key,review_date,rating,review_comment,sku
REV_06687,3132856943,20260228,2026-02-28,5,,
REV_06688,3132856943,20260314,2026-03-14,5,,
REV_06689,2994951260,20260314,2026-03-14,5,,
REV_06690,2748113965,20260314,2026-03-14,5,I like this model. Nice for sports,
REV_06691,2748113965,20260307,2026-03-07,5,,
REV_06692,3133029093,20260314,2026-03-14,5,,
REV_06693,2995053161,20260314,2026-03-14,4,,
REV_06694,2994642547,20260228,2026-02-28,5,đẹp tốt thoáng khí và ôm chân,
REV_06695,3132964358,20260228,2026-02-28,5,,
REV_06696,3101947456,20260307,2026-03-07,5,"Thiết kế thoáng khí và ôm chân, Mẫu đế thân thiện với môi trường, chân 25cm đi size 40 mua giày này size 7.5u  okie, giày nhẹ và trông gọn chân nhưng không êm = đôi buộc dây đã mua trc đây",
REV_06697,3101947456,20260228,2026-02-28,5,,
REV_06698,2995060106,20260307,2026-03-07,5,"Vật liệu tái chế từ Nike Grind,",
REV_06699,2995060106,20260307,2026-03-07,5,"Tốt cho tập luyện hàng ngày,",
REV_06700,2995060106,20260307,2026-03-07,5,"Giày nhẹ và thoáng khí,",
REV_06701,2995060106,20260228,2026-02-28,5,,
REV_06702,3132976303,20260314,2026-03-14,5,"Hình thức đẹp ,gom giày hơi ôm so với cung loại kích cỡ , nên giày fom này nên tăng hẳn nên 1sizse nhé các pro",
REV_06703,3132976303,20260228,2026-02-28,5,good shoes:),
REV_06704,2994977252,20260314,2026-03-14,5,,
REV_06705,2862917647,20260314,2026-03-14,5,"Độ vừa vặn tuyệt vời, Vải thoáng khí,",
REV_06706,2862917647,20260307,2026-03-07,5,Ok,
REV_06707,2994878315,20260307,2026-03-07,1,"Cửa hàng không cho đổi trả, quy trách nhiệm cho shipper, gian hàng không uy tín mọi người nên tránh",
REV_06708,2994878315,20260314,2026-03-14,5,,
REV_06709,3133057059,20260307,2026-03-07,5,"Lớp trên bằng lưới thoáng khí nhẹ, Đệm giữa foam phản hồi êm ái,",
REV_06710,3133057059,20260228,2026-02-28,5,Giày đẹp,
REV_06711,3133057059,20260314,2026-03-14,5,,
REV_06712,3133088056,20260314,2026-03-14,5,"Chất liệu Nike Grind thân thiện môi trường,",
REV_06713,3133088056,20260314,2026-03-14,5,"Thoáng khí cho thời tiết nóng,",
REV_06714,3133088056,20260314,2026-03-14,5,"Ôm chân giữa chắc chắn,",
REV_06715,3133088056,20260228,2026-02-28,5,,
REV_06716,2748220562,20260307,2026-03-07,5,Giống mô tả,
REV_06717,3215016465,20260314,2026-03-14,5,"Chất liệu thoáng khí, Thiết kế nhẹ, giao hàng nhanh, sản phẩm đẹp vừa vặn",
REV_06718,3214977774,20260314,2026-03-14,5,"Thiết kế nhẹ nhàng,",
REV_06719,3214977774,20260314,2026-03-14,5,"Tông màu đẹp,",
REV_06720,3214977774,20260307,2026-03-07,5,,
REV_06721,3102036040,20260314,2026-03-14,5,,
REV_06722,3133066061,20260307,2026-03-07,5,"Hoàn hảo cho chạy bộ, Kiểu dáng biểu tượng Nike LD-1000,",
