id,ten_san_pham,danh_muc,gia_ban,gia_goc,so_luong_da_ban,diem_danh_gia,so_luot_nhan_xet,dia_diem_kho,ton_kho,thuong_hieu,link_san_pham,so_luong_ban_trong_ngay,doanh_thu_ngay
2994829389,[GIẢM ĐẾN 50%] Giày Nike Men's Rival Fly 4 Road Running Shoes - Sail,Giày chạy bộ nam,2929000,2929000,41,4.875,15,Tây Ninh,Còn hàng,Nike,https://www.lazada.vn/products/pdp-i2994829389.html,0,0.0
2995043169,[GIẢM ĐẾN 50%] Giày Nike Men's Rival Fly 4 Road Running Shoes - White,Giày chạy bộ nam,2929000,2929000,49,4.777777777777778,18,Thành phố Hồ Chí Minh,Còn hàng,Nike,https://www.lazada.vn/products/pdp-i2995043169.html,0,0.0
2862859949,[GIẢM ĐẾN 50%] Giày Thể Thao Nike Men's Initiator Running Shoes - Metallic Silver,Giày chạy bộ nam,2499000,2499000,110,4.409090909090909,22,Tây Ninh,Còn hàng,Nike,https://www.lazada.vn/products/pdp-i2862859949.html,4,9996000.0
2994791416,[GIẢM ĐẾN 50%] Giày Nike Men's Flex Experience Run 12 Road Running Shoes - Black,Giày chạy bộ nam,2069000,2069000,25,5.0,5,Tây Ninh,Còn hàng,Nike,https://www.lazada.vn/products/pdp-i2994791416.html,0,0.0
2748384119,[GIẢM ĐẾN 50%] Giày Thể Thao Nike Men's Revolution 7 Road Running Shoes - Black,Giày chạy bộ nam,1789000,1789000,297,4.6438356164383565,73,Thành phố Hồ Chí Minh,Còn hàng,Nike,https://www.lazada.vn/products/pdp-i2748384119.html,2,3578000.0
3102036040,[GIẢM ĐẾN 50%] Giày thể thao nam Road Running Nike Journey Run - BLACK,Giày chạy bộ nam,2649000,2649000,66,4.6,20,Tây Ninh,Còn hàng,Nike,https://www.lazada.vn/products/pdp-i3102036040.html,0,0.0
3215016465,[GIẢM ĐẾN 50%] Giày thể thao nam Nike Uplift SC Men's Shoes - BLUE,Giày chạy bộ nam,1909000,1909000,67,4.833333333333333,24,Tây Ninh,Còn hàng,Nike,https://www.lazada.vn/products/pdp-i3215016465.html,0,0.0
3307903586,[GIẢM ĐẾN 50%] Giày thể thao Nam Nike Revolution 8 EasyOn Men's Road Running Shoes - WHITE,Giày chạy bộ nam,1909000,1909000,7,5.0,4,Tây Ninh,Còn hàng,Nike,https://www.lazada.vn/products/pdp-i3307903586.html,2,3818000.0
2748113965,[GIẢM ĐẾN 50%] Giày Thể Thao Nike Men's Revolution 7 Road Running Shoes - White,Giày chạy bộ nam,1789000,1789000,121,4.6571428571428575,35,Tây Ninh,Còn hàng,Nike,https://www.lazada.vn/products/pdp-i2748113965.html,1,1789000.0
3101926586,[GIẢM ĐẾN 50%] Giày thể thao nam Road Running Nike Pegasus 41 - MULTI-COLOR,Giày chạy bộ nam,4109000,4109000,39,5.0,9,Thành phố Hồ Chí Minh,Còn hàng,Nike,https://www.lazada.vn/products/pdp-i3101926586.html,1,4109000.0
